"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",14730,"SDF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11637,"FAR",11337,"DLH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,"FLL",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,"FLL",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,"FLL",11433,"DTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,"FLL",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,"FLL",15304,"TPA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11726,"FOE",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11726,"FOE",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11726,"FOE",14893,"SMF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11764,"FRG",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11764,"FRG",11697,"FLL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11764,"FRG",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11823,"FWA",11252,"DAB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11823,"FWA",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11884,"GEG",10666,"BLI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11921,"GJT",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,"GNV",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11953,"GNV",13341,"MKC",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11977,"GRB",10408,"ATW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11977,"GRB",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",11433,"DTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,"GSO",14512,"RFD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,"HPN",10849,"BZN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,"IAD",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,"IAD",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,"IAD",12339,"IND",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,"IAD",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,"IAD",14122,"PIT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,"IAH",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12339,"IND",11123,"CPS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12339,"IND",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12451,"JAX",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12451,"JAX",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12478,"JFK",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12884,"LAN",13029,"LNK",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12884,"LAN",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",10792,"BUF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",12954,"LGB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",14107,"PHX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",14869,"SLC",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,"LAS",15096,"SYR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,"LAX",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,"LAX",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12896,"LBB",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12896,"LBB",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12954,"LGB",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12954,"LGB",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,"LNK",12884,"LAN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,"LRD",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,"LRD",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,"LRD",14683,"SAT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13076,"LSE",11203,"CWA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13076,"LSE",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13127,"LWS",10779,"BTM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13127,"LWS",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13158,"MAF",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13158,"MAF",12896,"LBB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13198,"MCI",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13230,"MDT",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13230,"MDT",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13232,"MDW",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13232,"MDW",11292,"DEN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",10529,"BDL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",10849,"BZN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",13341,"MKC",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,"MEM",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,"MFE",13061,"LRD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13264,"MFR",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13264,"MFR",14252,"PSC",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10529,"BDL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",10721,"BOS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11252,"DAB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11697,"FLL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11726,"FOE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11823,"FWA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11953,"GNV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",12884,"LAN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",14512,"RFD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",14843,"SJU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,"MIA",15304,"TPA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13341,"MKC",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13341,"MKC",11953,"GNV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13341,"MKC",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"MKE",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"MKE",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"MKE",13485,"MSN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,"MKE",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,"MSN",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",11471,"EAU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",14100,"PHL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,"MSP",15295,"TOL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13495,"MSY",15370,"TUL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13577,"MYR",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13796,"OAK",14679,"SAN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,"OMA",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,"OMA",13198,"MCI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,"OMA",15295,"TOL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13891,"ONT",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",12884,"LAN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,"ORD",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,"PDX",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,"PDX",13264,"MFR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,"PDX",14570,"RNO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14100,"PHL",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14100,"PHL",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,"PHX",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,"PHX",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,"PHX",11697,"FLL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,"PHX",15370,"TUL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,"PIT",10721,"BOS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,"PIT",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,"PIT",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,"PIT",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,"PIT",15096,"SYR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14252,"PSC",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",10721,"BOS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",10792,"BUF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",10990,"CHO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",11123,"CPS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",11697,"FLL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",11775,"FSD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",13029,"LNK",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,"RDU",15096,"SYR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14512,"RFD",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,"RNO",11603,"EUG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,"RNO",14057,"PDX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14633,"RST",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14633,"RST",13076,"LSE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,"SAN",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,"SAN",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,"SAN",12266,"IAH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"SAT",10136,"ABI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,"SAT",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,"SBN",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,"SBN",10990,"CHO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14730,"SDF",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14747,"SEA",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14747,"SEA",16101,"YKM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14831,"SJC",12892,"LAX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14842,"SJT",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14842,"SJT",13158,"MAF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14843,"SJU",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,"SLC",11292,"DEN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14893,"SMF",11726,"FOE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",10559,"BFI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11292,"DEN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11433,"DTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11697,"FLL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",12339,"IND",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,"STL",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,"SYR",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,"SYR",10849,"BZN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,"SYR",13577,"MYR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,"SYR",14696,"SBN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15295,"TOL",13061,"LRD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,"TPA",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,"TPA",10599,"BHM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,"TPA",14122,"PIT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15370,"TUL",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15370,"TUL",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15370,"TUL",10685,"BMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15370,"TUL",13495,"MSY",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16101,"YKM",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16101,"YKM",14057,"PDX",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",10744,"BRL",13211,"MCW",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",10744,"BRL",13930,"ORD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",10744,"BRL",15016,"STL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",11288,"DEC",13930,"ORD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",11288,"DEC",15016,"STL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",11725,"FOD",13211,"MCW",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",11725,"FOD",13487,"MSP",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",11725,"FOD",15016,"STL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",12412,"IWD",13487,"MSP",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",12412,"IWD",13930,"ORD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",12455,"JBR",15016,"STL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13211,"MCW",10744,"BRL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13211,"MCW",11725,"FOD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13211,"MCW",13487,"MSP",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13211,"MCW",13930,"ORD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13348,"MKL",15016,"STL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13487,"MSP",11725,"FOD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13487,"MSP",12412,"IWD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13487,"MSP",13211,"MCW",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13930,"ORD",10744,"BRL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13930,"ORD",11288,"DEC",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13930,"ORD",12412,"IWD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",13930,"ORD",13211,"MCW",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",15016,"STL",10744,"BRL",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",15016,"STL",11288,"DEC",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",15016,"STL",11725,"FOD",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",15016,"STL",12455,"JBR",12,
"0MQ","Multi-Aero, Inc. d/b/a Air Choice One",15016,"STL",13348,"MKL",12,
"0WQ","Avjet Corporation",10268,"ALO",12892,"LAX",12,
"0WQ","Avjet Corporation",10327,"APC",10800,"BUR",12,
"0WQ","Avjet Corporation",10372,"ASE",10800,"BUR",12,
"0WQ","Avjet Corporation",10559,"BFI",10800,"BUR",12,
"0WQ","Avjet Corporation",10559,"BFI",15167,"TEB",12,
"0WQ","Avjet Corporation",10721,"BOS",15167,"TEB",12,
"0WQ","Avjet Corporation",10800,"BUR",10268,"ALO",12,
"0WQ","Avjet Corporation",10800,"BUR",10327,"APC",12,
"0WQ","Avjet Corporation",10800,"BUR",10559,"BFI",12,
"0WQ","Avjet Corporation",10800,"BUR",10721,"BOS",12,
"0WQ","Avjet Corporation",10800,"BUR",11503,"EGE",12,
"0WQ","Avjet Corporation",10800,"BUR",11638,"FAT",12,
"0WQ","Avjet Corporation",10800,"BUR",12173,"HNL",12,
"0WQ","Avjet Corporation",10800,"BUR",12191,"HOU",12,
"0WQ","Avjet Corporation",10800,"BUR",12211,"HSH",12,
"0WQ","Avjet Corporation",10800,"BUR",12264,"IAD",12,
"0WQ","Avjet Corporation",10800,"BUR",12758,"KOA",12,
"0WQ","Avjet Corporation",10800,"BUR",12892,"LAX",12,
"0WQ","Avjet Corporation",10800,"BUR",12954,"LGB",12,
"0WQ","Avjet Corporation",10800,"BUR",13232,"MDW",12,
"0WQ","Avjet Corporation",10800,"BUR",13486,"MSO",12,
"0WQ","Avjet Corporation",10800,"BUR",13796,"OAK",12,
"0WQ","Avjet Corporation",10800,"BUR",13830,"OGG",12,
"0WQ","Avjet Corporation",10800,"BUR",14314,"PVU",12,
"0WQ","Avjet Corporation",10800,"BUR",16542,"RBW",12,
"0WQ","Avjet Corporation",10800,"BUR",14712,"SCF",12,
"0WQ","Avjet Corporation",10800,"BUR",14771,"SFO",12,
"0WQ","Avjet Corporation",10800,"BUR",14831,"SJC",12,
"0WQ","Avjet Corporation",10800,"BUR",15167,"TEB",12,
"0WQ","Avjet Corporation",10800,"BUR",15412,"TYS",12,
"0WQ","Avjet Corporation",10800,"BUR",15618,"VNY",12,
"0WQ","Avjet Corporation",11111,"COU",13232,"MDW",12,
"0WQ","Avjet Corporation",11259,"DAL",11308,"DHN",12,
"0WQ","Avjet Corporation",11278,"DCA",12892,"LAX",12,
"0WQ","Avjet Corporation",11308,"DHN",16542,"RBW",12,
"0WQ","Avjet Corporation",11503,"EGE",13796,"OAK",12,
